-0.75,0.27,-1
0.33,0.75,1
-0.35,-0.72,-1
-0.5,-0.59,-1
-0.39,0.7,1
0.78,-0.94,-1
0.62,0.99,1
0.57,-0.86,-1
-0.39,-0.08,-1
0.11,-0.06,-1
-0.82,-0.18,-1
-0.38,-0.41,-1
-0.5,-0.06,-1
0.41,-0.51,-1
-0.67,-0.19,-1
0,0.23,1
-0.55,-0.2,-1
0.47,0.28,1
0.42,0.18,-1
-0.72,0.79,1
-0.07,0.36,1
0.81,-0.62,-1
0.84,-0.33,-1
-0.14,0.9,1
-0.77,-0.99,-1
0.02,-0.94,-1
-0.64,0.15,-1
0.01,-0.63,-1
0.35,0.67,1
0.52,-0.49,-1
-0.52,0.39,1
0.52,0.75,1
-0.61,0.9,1
1,0.3,-1
-0.74,-0.78,-1
0.93,-1,-1
-0.9,-0.13,-1
0.57,0.72,1
-0.8,0.51,-1
-0.37,0.39,1
-1,-0.62,-1
0.75,-0.27,-1
0.15,-0.22,-1
-0.43,-0.82,-1
0.61,-0.83,-1
0.91,-0.17,-1
0.29,0.47,1
-0.4,0.98,1
0.49,0.71,1
-0.56,0.32,1
0.82,-0.08,-1
-0.72,0.05,-1
-0.38,0.76,1
-0.11,-0.13,-1
0.61,-0.2,-1
-0.1,-0.71,-1
0.67,0.19,-1
-0.84,-0.99,-1
0.3,-0.93,-1
0.97,-0.75,-1
-0.58,0.57,1
-0.4,-0.75,-1
-0.82,-0.32,-1
0.54,-0.42,-1
0.04,-0.51,-1
0.18,0.22,1
-0.45,0.45,1
0.24,-0.87,-1
-0.83,-0.61,-1
-0.51,-0.37,-1
0.7,0.05,-1
0.18,-0.93,-1
-0.24,-0.24,-1
-0.33,0.88,1
0.26,-0.93,-1
-0.47,-0.55,-1
0.48,-0.23,-1
0.58,-0.04,-1
0.99,0.57,-1
0.67,-0.85,-1
-0.54,0.29,-1
-0.74,0.66,1
-0.92,-0.91,-1
0.22,0.76,1
0.63,-0.64,-1
-0.4,-0.39,-1
0.39,-0.05,-1
0.98,0.46,-1
-0.54,0.03,-1
-0.81,0.48,-1
-0.5,1,1
-0.88,-0.01,-1
0.92,-0.11,-1
0.92,-0.9,-1
0.42,0.12,-1
-0.07,0.43,1
-0.72,-0.52,-1
0.16,-0.38,-1
-0.28,0.15,1
0.46,-0.05,-1
-0.53,-0.91,-1
-0.8,0.67,-1
0.12,-0.06,-1
-0.57,-0.32,-1
-0.31,0.52,1
-1,-0.88,-1
-0.56,0.81,1
-0.99,0.57,-1
-0.05,0.29,1
0.03,-0.12,-1
0.49,-0.3,-1
-0.28,-0.17,-1
0.37,-0.71,-1
-0.8,-0.38,-1
-0.98,0.41,-1
-0.16,0.35,1
0.94,-1,-1
-0.1,0.1,1
0.28,-0.4,-1
0.1,0.81,1
0.27,-0.39,-1
0.36,0.78,1
-0.75,-0.41,-1
0.84,-0.87,-1
-0.82,-0.87,-1
-0.1,-0.06,1
0.13,-0.86,-1
0.26,-0.22,-1
-0.08,0.07,1
-0.09,0.14,1
-0.47,-0.13,-1
0.31,0.93,1
-0.93,-0.79,-1
-0.6,-0.57,-1
-0.79,-0.72,-1
0.49,0.37,1
0.64,-0.91,-1
0.27,0.68,1
-0.66,0.68,1
-0.9,-0.66,-1
0.99,-0.47,-1
0.75,0.85,1
-0.48,-0.98,-1
-0.28,-0.8,-1
0.88,0.38,-1
-0.47,0.8,1
0.66,-0.58,-1
-0.06,0.59,1
0.56,0.33,1
-0.18,0.69,1
0.91,0.34,-1
0.73,0.65,1
-0.76,0.82,1
-0.88,0.27,-1
-1,-0.94,-1
-0.48,-0.02,-1
-0.9,0.63,-1
-0.13,-0.45,-1
-0.87,0.1,-1
0.31,0.79,1
-0.45,0.95,1
-0.79,-0.94,-1
-0.7,0.92,1
1,0.58,-1
-0.05,-0.72,-1
0.87,0.97,1
-0.92,0.32,-1
0.31,0.98,1
0.64,0.46,-1
-0.07,0.7,1
0.47,-0.48,-1
-0.04,0.23,1
-0.88,-0.27,-1
-0.22,-0.58,-1
0.85,0.33,-1
-0.62,-0.59,-1
-0.79,-0.34,-1
-0.56,0.72,1
0.6,0.92,1
0.1,0.29,1
0.57,0.65,1
0.99,-0.15,-1
0.18,-0.01,1
-1,-0.57,-1
0.56,0.18,-1
-0.45,-0.46,-1
0.46,-0.49,-1
-0.28,-0.84,-1
-0.18,0.74,1
-0.14,-0.95,-1
0.35,-0.79,-1
0.08,0.96,1
-0.72,-0.05,-1
0.83,-0.46,-1
0.26,0.24,1
0.45,-0.62,-1
0.08,0.33,1
0.44,-0.99,-1
1,0.44,-1
0.13,0.26,1
-0.85,-0.22,-1
-0.81,0.68,1
-0.37,0.07,-1
0.08,-0.75,-1
0.17,0.44,1
0.01,-0.48,-1
-0.57,-0.42,-1
-0.9,-0.15,-1
-0.91,0.94,1
-0.4,-0.43,-1
0.87,0.92,1
0.82,-0.4,-1
0.79,0.37,-1
-0.64,0.56,1
0.93,0.8,-1
0.19,-0.48,-1
0.35,0.44,1
0.31,-0.07,-1
0.77,0.56,-1
0.16,-0.76,-1
0.77,-0.08,-1
0.67,-0.56,-1
-0.24,-0.99,-1
-0.86,-0.87,-1
0.83,-0.39,-1
-0.9,0.88,-1
-0.43,0.24,-1
0.88,0.13,-1
0.2,-0.98,-1
-0.53,0.5,1
-0.08,-0.92,-1
-0.84,-0.5,-1
0.95,-0.58,-1
0.57,-0.14,-1
0.55,0.96,1
0.94,-1,-1
-0.8,-0.29,-1
0.77,-0.95,-1
0.34,-0.23,-1
-0.33,0.63,1
0.99,0.52,-1
-0.95,-0.37,-1
0.8,-0.4,-1
0.16,-0.1,-1
0.38,0.68,1
-0.11,0.21,1
0.62,-0.8,-1
0.09,0.25,1
-0.5,-0.11,-1
0.75,-0.97,-1
-0.91,0.04,-1
0.11,-0.4,-1
0.12,0.43,1
0.42,0.55,1
0.45,0.49,1
-0.46,0.85,1
-0.16,0.68,1
-0.8,0.16,-1
-0.1,0.99,1
-0.62,0.24,-1
0.65,-0.52,-1
0.55,-0.73,-1
-0.79,0.26,-1
-0.96,-0.81,-1
-0.65,-0.89,-1
0.72,0.53,1
0.27,0.11,-1
-0.39,0.1,1
0.71,-0.97,-1
0.98,0.92,-1
-0.05,0.32,1
0.49,-0.91,-1
0.17,-0.54,-1
0.97,-0.08,-1
0.91,-0.65,-1
0.89,0.72,1
0.72,0.13,-1
0.42,0.67,1
0.01,-0.1,-1
-0.55,-0.98,-1
0.7,-0.97,-1
-0.27,0.95,1
0.65,-0.15,-1
0.38,-0.75,-1
0.92,-0.34,-1
-0.34,-0.27,-1
-0.92,-0.39,-1
-0.55,-0.25,-1
0.05,-0.56,-1
0.06,0.2,1
-0.13,-0.12,-1
-0.34,0.82,1
-0.55,0.75,1
-0.06,0.32,1
-0.86,-0.1,-1
-0.22,-0.34,-1
0.05,-0.91,-1
-0.84,-0.97,-1
0.27,0.92,1
0.8,0.57,-1
0.58,-0.91,-1
0.85,0.87,1
0.39,0.89,1
0.34,-0.48,-1
-0.07,0.07,1
-0.78,-0.28,-1
0.65,-0.61,-1
-0.79,0.54,1
-0.78,0.42,-1
-0.73,0.86,1
0.62,0.88,1
-0.79,0.05,-1
-0.09,0.07,-1
-0.71,0.36,-1
-0.45,-0.68,-1
-0.25,-0.73,-1
-0.7,-0.24,-1
-0.6,-0.09,-1
0.02,0.97,1
-0.64,0.97,1
0.68,-0.34,-1
-0.1,0.99,1
-0.58,0.15,-1
0.83,0.17,-1
0.19,0.78,1
0.89,0.73,-1
-0.03,0.29,1
0.98,-0.81,-1
-0.77,0.07,-1
-0.96,0.61,-1
-0.24,0.66,1
-0.75,-0.51,-1
-0.85,-0.53,-1
0.5,0.59,1
0.77,0.87,1
-0.62,-0.09,-1
0.69,-0.93,-1
-0.64,-0.01,-1
-0.4,-0.1,-1
0.97,0.37,-1
0.84,0.24,-1
-0.97,0.59,-1
0.25,-0.77,-1
0.09,0.59,1
-0.69,-0.77,-1
0.49,-0.89,-1
-0.4,0.98,1
-0.79,0.86,1
-0.84,-0.81,-1
0.55,-0.15,-1
0.53,0.39,1
0.09,-0.49,-1
-0.85,-0.69,-1
-0.21,-0.97,-1
-0.5,0.51,1
0.03,0.05,1
-0.03,-0.67,-1
-0.33,0.8,1
-0.84,-0.01,-1
0.36,-0.03,-1
-0.18,0.98,1
-0.61,-0.09,-1
-0.48,-0.65,-1
-0.52,-0.17,-1
-0.78,-0.63,-1
0.48,-0.34,-1
0.85,-0.72,-1
0.8,-0.7,-1
-0.36,-0.99,-1
0.57,-0.82,-1
0.26,-0.53,-1
0.98,-0.21,-1
0.07,0.66,1
0.89,0.48,-1
-0.86,0.49,-1
-0.91,0.65,-1
0.63,-0.53,-1
0.08,-0.54,-1
0.91,-0.91,-1
0.48,-0.38,-1
-0.44,-0.46,-1
-0.06,-0.31,-1
0.1,-0.43,-1
-0.39,-0.42,-1
-0.95,0.31,-1
0.91,0.98,1
0.87,0.62,-1
-0.04,-0.09,-1
-0.47,-0.25,-1
-0.77,-0.02,-1
0.31,0.51,1
0.45,0.83,1
0.13,-0.11,-1
0.71,0.8,1
-0.21,0.7,1
-0.42,0.93,1
-0.99,0.43,-1
0.84,0.4,-1
0.15,-0.2,-1
0.01,0.63,1
-0.64,0.95,1
0.5,-0.57,-1
-0.92,0.88,1
-0.66,0.48,1
-0.57,0.6,1
0.87,0.17,-1
-0.39,-0.93,-1
0.27,0.96,1
1,-0.38,-1
-0.12,-0.69,-1
-0.34,0.71,1
0.6,0.38,1
0.92,-0.17,-1
-0.39,0.55,1
0.16,-0.68,-1
-0.87,-0.08,-1
-0.65,-0.34,-1
-0.67,0.24,-1
0.71,0.76,1
0.22,-0.29,-1
0.76,-0.27,-1
-0.33,0.82,1
0.09,1,1
0.69,-0.9,-1
0.92,0.25,-1
0.05,0.77,1
0.1,-0.52,-1
-0.08,-0.23,-1
0.28,0.64,1
-0.21,-0.77,-1
-0.39,0.6,1
-0.59,-0.43,-1
-0.69,0.48,-1
0.52,-1,-1
0.43,0.53,1
0.4,0.18,-1
-0.49,0.51,1
-0.5,0.16,-1
0.15,-0.15,-1
0.66,0.48,1
0.39,-0.87,-1
-0.07,0.47,1
0.51,-0.79,-1
-0.77,-0.19,-1
0.41,0.56,1
-0.61,0.67,1
0.96,0.05,-1
0.64,-0.18,-1
0.85,0.89,1
-0.33,-0.43,-1
-1,-0.38,-1
0.5,-0.9,-1
0.78,-0.29,-1
-0.38,-0.65,-1
-0.39,-0.45,-1
-0.49,0.92,1
-0.78,-0.05,-1
-0.3,0.05,1
0.01,-0.68,-1
0.02,0.16,1
0.74,0.34,-1
-0.06,0.93,1
-0.42,-0.51,-1
0.38,-0.32,-1
-0.69,0.44,-1
0.63,0.4,-1
0.43,0.63,1
-0.17,0.08,-1
0.64,0.5,1
-0.32,-0.24,-1
0.86,-0.46,-1
-0.22,0.18,1
-0.7,0.58,1
-0.06,0.38,1
-0.84,-0.36,-1
-0.52,0.17,-1
0.35,-0.61,-1
0.45,-0.09,-1
-0.79,-0.35,-1
0.64,-0.4,-1
-0.45,-0.23,-1
-0.06,0.39,1
0.23,0.64,1
-0.04,-0.75,-1
0.92,0.6,-1
0.51,-0.89,-1
0.24,-0.25,-1
-0.88,0.71,1
0.87,0,-1
-0.38,0.7,1
0.31,-0.55,-1
-0.75,-0.8,-1
-0.72,-0.18,-1
0.15,0.56,1
0,-0.19,-1
-0.81,-0.28,-1
0.09,-0.91,-1
-0.22,-0.12,-1
-0.55,0.27,-1
-0.2,0.11,-1
-0.28,-0.81,-1
0.66,0.87,1
0.3,-0.23,-1
0.3,-0.21,-1
-0.62,-0.71,-1
0.33,0.32,1
0.51,0.23,1
-0.91,-0.9,-1
-0.57,-0.05,-1
0.71,-0.75,-1
-0.1,0.18,1
-0.34,-0.87,-1
0.9,-0.14,-1
0.63,-0.55,-1
-0.61,-0.05,-1
-0.5,-0.07,-1
0.55,0.04,-1
-0.96,-0.08,-1
-0.29,0.85,1
-0.56,0.09,-1
-0.26,0.88,1
0.27,0.28,1
0.45,-0.04,-1
0.69,-0.32,-1
-0.8,-0.63,-1
0.81,0.78,1
0.54,-0.65,-1
-0.14,-0.77,-1
0.26,0.65,1
-0.08,0.33,1
0.98,-0.11,-1
-0.02,0.22,1
0.79,-0.93,-1
0.23,0.83,1
0.72,-0.05,-1
0.21,0.69,1
0.99,0.86,-1
-0.26,0.59,1
0.66,0.52,1
0.21,0.54,1
-0.17,0.29,1
0.51,0.29,1
-0.62,-0.31,-1
-0.72,0.2,-1
-0.34,-0.79,-1
-0.79,0.99,1
-0.94,0.58,-1
0.93,0.07,-1
-0.8,0.68,-1
-0.32,0.82,1
0.36,-0.73,-1
-0.89,-0.63,-1
-0.89,0.45,-1
0.45,0.58,1
-0.98,-0.71,-1
-0.87,-0.81,-1
-0.86,0.5,-1
-0.05,0.68,1
0,-0.56,-1
-0.31,-0.65,-1
0.44,0.19,-1
-0.89,0.9,1
-0.63,0.32,-1
0.16,0.91,1
-0.36,-0.46,-1
0.67,-0.3,-1
0.78,-0.46,-1
-0.65,-0.27,-1
0.71,0.8,1
-0.3,-0.76,-1
-0.54,-0.56,-1
0.52,0.12,-1
0.15,0.9,1
0.58,0.08,-1
-0.37,-0.35,-1
-0.02,-0.84,-1
0.64,0.58,1
0.05,-0.54,-1
-0.6,0.93,1
-0.36,-0.59,-1
-0.11,-0.21,-1
-0.82,-0.17,-1
-0.05,0.63,1
-0.73,-0.55,-1
-0.39,-0.81,-1
0.88,0.34,-1
-0.83,0.15,-1
-0.31,-0.62,-1
-0.07,-0.85,-1
-0.38,-0.16,-1
0.37,0.89,1
0.53,-0.76,-1
-0.33,0.49,1
0.02,-0.35,-1
-0.44,-0.54,-1
-0.94,-0.78,-1
-0.39,-0.74,-1
0.04,0.32,1
-0.88,-0.99,-1
0.29,-0.47,-1
0.48,-0.2,-1
-0.71,0.46,-1
-0.45,0.23,-1
0.33,-0.97,-1
0.06,-0.59,-1
0.15,-0.86,-1
0.44,-0.92,-1
-0.32,0.89,1
0.95,-0.2,-1
-0.71,-0.44,-1
-0.64,-0.41,-1
-0.56,0.1,-1
-0.81,0.51,-1
0.5,0.4,1
0.75,0.74,1
-0.96,-0.56,-1
-0.01,0.2,1
0.29,-0.23,-1
-0.12,0.44,1
-0.27,0.38,1
0.89,0.38,-1
0.42,-0.87,-1
0.32,-0.52,-1
0.58,-0.37,-1
0.85,0.62,-1
0,0.35,1
0.4,0.77,1
-0.11,0.79,1
0.58,0.7,1
-0.91,-0.23,-1
0.69,-0.97,-1
-0.52,0.18,1
0.2,-0.64,-1
0.79,0.13,-1
0.59,0.72,1
-0.22,0.25,1
0.84,-0.01,-1
0.27,-0.89,-1
-0.88,-0.82,-1
-0.24,0.87,1
0.04,-0.4,-1
0.4,-0.65,-1
-0.36,0.56,1
-0.4,0.25,1
-0.42,0.67,1
0.84,0.46,-1
0.55,0.22,-1
0.86,0.09,-1
0.47,-0.12,-1
-0.55,-0.39,-1
0.71,0.7,1
-0.45,0.23,1
0.93,0.68,-1
0.59,-0.31,-1
0.35,0.86,1
-0.71,0.58,1
-0.65,0.26,-1
0.67,-0.49,-1
0.86,0.7,1
-0.54,0.61,1
-0.12,1,1
-0.95,0.59,-1
-0.95,-0.7,-1
-0.02,-0.49,-1
-0.92,0.78,-1
-0.77,0.34,-1
-0.63,-0.23,-1
-0.05,-0.97,-1
-0.21,0.31,1
-0.01,-0.48,-1
-0.82,-0.91,-1
0.06,-0.64,-1
-0.26,0.77,1
-0.58,-0.14,-1
0.14,0.33,1
0.09,-0.02,1
1,-0.22,-1
0.97,0.67,-1
-0.1,0.34,1
-0.08,0.39,1
0.52,-0.93,-1
-0.13,-0.87,-1
0.73,-0.46,-1
-0.63,0.01,-1
0.41,0.15,-1
-0.82,-0.34,-1
-0.97,0.4,-1
-0.86,0.26,-1
0.34,-0.85,-1
0.4,0.24,1
-0.42,-0.6,-1
0.52,-0.84,-1
-0.84,0.02,-1
-0.81,0,-1
-0.33,0.23,1
0.15,-0.22,-1
-0.58,0.06,-1
0.29,0.44,1
0.02,0.46,1
0,-0.51,-1
-0.23,-0.19,-1
-0.52,-0.78,-1
0.29,-0.99,-1
-0.69,0.6,1
0.24,-0.79,-1
-0.66,0.74,1
0.8,0.92,1
0.85,-0.28,-1
0.09,-0.12,-1
0.65,-0.76,-1
-0.04,-0.33,-1
-0.55,-0.27,-1
0.59,-0.8,-1
-0.97,0.77,-1
0.58,0.56,1
0.52,0,-1
0.43,0.02,-1
-0.34,-0.77,-1
-0.17,0.3,1
0.36,0,-1
0.51,0.37,1
-0.16,0.64,1
0.08,0.22,1
-0.82,0.25,-1
-0.83,-0.55,-1
0.78,0.71,1
-0.9,-0.96,-1
0.51,0.64,1
0.34,0.6,1
-0.36,0.49,1
0.43,0.29,1
-0.31,-0.22,-1
0.15,-0.6,-1
0.92,0,-1
-0.71,0.2,-1
-0.29,-0.71,-1
1,-0.53,-1
0.1,-0.73,-1
0.79,-0.24,-1
-0.67,-0.88,-1
-0.58,0.57,1
-0.62,-0.32,-1
0.58,-0.07,-1
0.15,-0.3,-1
0.04,0.08,-1
-0.09,-0.51,-1
-0.02,0.56,1
0.9,-0.73,-1
0.79,0.27,-1
-0.9,-0.51,-1
0.8,-0.34,-1
0.8,-0.05,-1
-0.48,-0.68,-1
-0.01,-0.92,-1
-0.91,-0.27,-1
-0.79,-0.15,-1
-0.41,0.4,1
0.57,-0.88,-1
-0.75,-0.25,-1
-0.86,0.25,-1
-1,0.28,-1
-0.92,-0.61,-1
0.75,0.46,-1
0.71,-0.93,-1
-0.51,-0.39,-1
0.64,-0.55,-1
0.68,0.17,-1
-0.35,-0.34,-1
-0.6,-0.93,-1
-0.12,-0.27,-1
0.97,0.74,-1
-0.25,-0.4,-1
0.36,-0.52,-1
0.23,-0.11,-1
0.07,-0.55,-1
-1,0.14,-1
0.25,0.17,1
-0.09,0.27,1
-0.09,0.23,1
0.08,-0.8,-1
-0.98,0.59,-1
0.87,0.29,-1
-0.02,-0.51,-1
-0.97,-0.19,-1
0.7,-0.64,-1
0.96,0.15,-1
-0.39,-0.77,-1
-0.94,0.57,-1
0.77,0.85,1
-0.16,-0.09,-1
0.29,-0.56,-1
-0.81,0.21,-1
-0.03,-0.1,-1
0.99,-0.31,-1
0.95,0.7,-1
0.26,-0.21,-1
0.98,0.91,-1
0.43,0.08,-1
-0.05,-0.08,-1
0.72,0.94,1
-0.16,0.81,1
-0.61,-0.35,-1
-0.5,-0.47,-1
-0.28,0.66,1
0.01,-0.82,-1
-0.33,0.17,1
-0.81,-0.42,-1
-0.09,-0.81,-1
0.06,-0.84,-1
0.1,0.6,1
0.19,0.74,1
-0.63,0.42,-1
0.39,0.87,1
0.05,-0.75,-1
-0.99,-0.41,-1
-0.11,0.59,1
-0.03,-0.58,-1
0.09,0.82,1
0.5,-0.22,-1
-0.15,0.04,1
0.5,0.23,1
-0.5,-0.77,-1
0.91,-0.24,-1
0.95,0.31,-1
0.4,0.87,1
0.22,0.53,1
-0.09,-0.84,-1
0.77,-0.8,-1
0.79,-0.43,-1
0.29,-1,-1
0.33,0.14,1
0.06,-0.65,-1
0.18,0.52,1
0.04,-0.36,-1
0.04,1,1
0,-0.4,-1
0.36,-0.36,-1
-0.47,0.05,-1
-0.35,-0.57,-1
-0.01,0.27,1
0.74,-1,-1
0.99,-0.19,-1
0.26,0.15,1
-0.67,0.62,1
0.55,-0.53,-1
0.65,-0.46,-1
-0.51,0.26,-1
0.63,-0.33,-1
-0.13,0.39,1
-0.1,0.87,1
-0.96,-0.63,-1
0.61,0.48,1
-0.04,0.33,1
-0.23,-0.28,-1
-0.73,-0.97,-1
0.59,0.52,1
-0.43,-0.6,-1
-0.86,0.4,-1
-0.85,-0.01,-1
-1,-0.1,-1
-0.12,-0.65,-1
0.85,-0.4,-1
-0.6,-0.92,-1
-0.37,0.61,1
0.29,-0.67,-1
-0.66,-0.81,-1
-0.47,-0.24,-1
-0.32,0.94,1
-0.44,0.11,1
-0.22,0.8,1
0.7,0.24,-1
0.99,-0.75,-1
0.08,0.84,1
0.48,0.64,1
-0.54,-0.6,-1
0.24,-0.53,-1
0.72,-0.51,-1
-0.92,0.1,-1
-0.73,0.49,-1
0.14,0.8,1
0.63,0.58,1
0.06,0.48,1
0.21,0.32,1
-0.73,0.49,1
-0.32,-0.49,-1
0.83,0.68,-1
-0.58,0.38,1
-0.04,-0.83,-1
0.5,0.98,1
0.04,0.73,1
0.8,-0.39,-1
-0.58,0.74,1
0.87,0.26,-1
-0.94,-0.33,-1
0.67,0.51,1
0.42,0.2,1
-0.82,0.81,1
-0.52,0.71,1
0.31,1,1
-0.35,-0.36,-1
0.13,-0.71,-1
0.06,-0.62,-1
0.66,0.57,1
-0.26,0.21,1
0.66,-0.39,-1
0.08,0.14,1
-0.58,-0.72,-1
0.37,0.2,1
0.53,0.09,-1
0.82,-0.98,-1
0.1,0.09,1
0.79,-0.92,-1
-0.15,-0.64,-1
0.16,-0.64,-1
-0.79,0.98,1
0.15,-0.76,-1
-0.42,0.36,1
0.66,-0.34,-1
0.18,0.51,1
0.32,0.04,-1
0.69,-0.89,-1
-0.73,-0.8,-1
0.08,0.65,1
-0.07,0.65,1
0.19,0.91,1
-0.34,-0.48,-1
0.32,0.27,1
0.48,-0.26,-1
-0.53,0.99,1
0.37,-0.15,-1
-0.39,-0.51,-1
-0.2,0.22,1
-0.13,-0.17,-1
0.18,-0.58,-1
-0.75,0.99,1
-0.18,-0.35,-1
0.9,0.83,-1
0.78,-0.37,-1
0.96,-0.64,-1
0.97,-0.57,-1
0.27,-0.64,-1
-0.36,-0.47,-1
-0.07,-0.54,-1
0.7,0.38,-1
0.08,0.14,1
0.12,-0.84,-1
-0.91,0.7,-1
0.32,0.79,1
0.26,0.36,1
0.45,0.69,1
-0.23,0.05,1
0.1,0,-1
-0.6,-0.13,-1
-0.41,0.42,1
0.01,-0.85,-1
-0.31,-0.67,-1
0.96,-0.55,-1
-0.04,0.75,1
0.69,-0.86,-1
0.39,0.73,1
-0.55,-0.63,-1
0.01,-0.74,-1
0.18,0.85,1
-0.68,0.16,-1
-0.95,0.77,-1
-0.66,-0.67,-1
0.66,-0.01,-1
-0.62,-0.6,-1
-0.13,0.16,1
0.13,-0.52,-1
-0.7,0.89,1
-0.26,0.72,1
0.11,-0.83,-1
-0.87,0.22,-1
0.01,-0.03,-1
0.52,0.54,1
0.44,-0.83,-1
-0.92,0.84,-1
0.42,0.23,-1
0.78,0.87,1
-0.03,0.62,1
0.52,0.44,1
0.57,-0.04,-1
-0.12,0.97,1
-0.53,-0.11,-1
-0.25,0.9,1
-0.61,-0.06,-1
-0.23,0.16,1
-0.16,-0.84,-1
-0.87,0.94,1
0.38,1,1
-0.04,0.75,1
-0.56,-0.97,-1
0.9,0.53,-1
0.34,0.89,1
-0.25,-0.54,-1
0.74,0.72,1
0.27,0.46,1
-0.69,-0.46,-1
-0.18,-0.04,-1
0.71,0.21,-1
0.68,0.42,1
0.4,-0.06,-1
0.87,0.08,-1
-0.37,0.93,1
-0.12,-0.85,-1
0.36,-0.57,-1
0.39,0.16,1
-0.36,0.87,1
-0.24,0.93,1
-0.67,-0.4,-1
0.14,-0.78,-1
0.67,0.59,1
0.07,-0.9,-1
0.25,-0.62,-1
-0.3,-0.4,-1
-0.91,-0.72,-1
-1,-1,-1
0.96,-0.5,-1
0.81,-0.97,-1
0.06,-0.13,-1
0.58,-0.55,-1
0.42,0.05,-1
0.25,0.72,1
0.78,-0.98,-1
