# id:14-14--14 
0.63,-0.85,1
-0.53,0.05,1
-0.63,0.19,1
-0.51,-0.84,1
0.84,-0.37,1
0.39,0.4,-1
0.29,0.68,-1
-0.45,-0.16,1
-0.34,0.81,-1
0.09,0.95,-1
-0.39,0.92,-1
-0.42,0.82,-1
0.22,0.73,-1
0.51,-0.63,1
-0.34,-0.66,1
0.29,-0.79,1
0.59,-0.14,1
1,-0.99,1
-0.53,-0.74,1
0.31,-0.73,1
0.79,0.53,1
0.15,-0.66,1
-0.29,-0.8,1
-0.71,0.84,-1
0.22,0.99,-1
-0.68,-0.73,1
0.95,-0.32,1
-0.37,-0.47,1
-0.27,-0.34,1
0.69,-0.66,1
0.98,0.23,1
0.9,0.01,1
-0.98,-0.11,1
-0.62,-0.62,1
0.87,-0.73,1
-0.46,-0.25,1
-0.01,-0.6,1
-0.13,0.42,-1
0.27,-0.88,1
-0.76,-0.31,1
-0.28,-0.38,1
-0.46,0.63,-1
-0.26,-0.27,1
-0.46,0.86,-1
-0.48,0.78,-1
0.08,0.49,-1
0.9,-0.38,1
0.42,0.34,-1
0.53,0.63,-1
0.54,0.72,-1
-0.63,0.24,1
0.3,0.19,-1
-0.27,-0.13,1
0.14,-0.26,1
-0.54,0.54,-1
-0.61,-0.98,1
-0.02,0.03,-1
-0.68,-0.28,1
-0.1,0.57,-1
0.87,0.36,1
-0.37,0.93,-1
-0.32,-0.04,1
-0.29,-0.55,1
-0.62,0.64,-1
-0.89,-0.82,1
-0.2,-0.12,1
0.37,0.79,-1
0.12,0.48,-1
0.08,-0.3,1
-0.51,-0.78,1
-0.8,-0.04,1
0.74,-0.5,1
-0.01,0.67,-1
0.94,0.23,1
0.08,-0.94,1
-0.01,0.07,-1
0.76,0.28,1
0.52,0.18,-1
-0.59,0.54,-1
-0.7,-0.33,1
-0.35,0.22,-1
-0.18,0.47,-1
-0.48,0.62,-1
0.52,0.08,1
0.12,0.59,-1
-0.78,-0.22,1
0.08,-0.27,1
-0.61,1,-1
0.57,0.09,1
-0.49,0.45,-1
0.17,-0.2,1
-0.85,-0.62,1
-0.76,0.44,1
0.78,0.45,1
0.66,0.53,1
0.71,0.86,-1
0.39,0.74,-1
0.56,-0.89,1
-0.18,0.1,-1
0.51,-0.69,1
-0.17,0.61,-1
-0.9,0.94,-1
-0.27,-0.15,1
0.44,0.86,-1
-0.35,-0.75,1
0.66,0.27,1
-0.7,0.01,1
0.3,0.25,-1
0.39,0.73,-1
-0.77,0.96,-1
0.03,0.22,-1
0.95,1,-1
0.3,0.15,1
-0.41,-0.62,1
-0.34,-0.71,1
-0.91,0.33,1
0.5,-0.93,1
0.72,0.21,1
0.48,0.89,-1
-0.66,0.19,1
0.34,0.51,-1
-0.23,0.12,-1
0.56,-0.21,1
-0.62,0.54,-1
-0.7,0.58,-1
-0.13,0.28,-1
-0.96,0.14,1
-0.36,-0.63,1
-0.2,0.51,-1
-0.04,-0.53,1
0.48,0.58,-1
-0.42,0.42,-1
0.52,-0.2,1
-0.94,0.09,1
0.99,-0.3,1
0.69,0.98,-1
-0.4,-0.52,1
0.89,0.21,1
-0.65,0.24,1
-0.35,-0.53,1
0.5,0.64,-1
0.06,-0.97,1
0.33,0.71,-1
0.38,0.14,-1
0.87,0.72,-1
1,-0.42,1
-0.67,0.83,-1
0.94,0.81,1
-0.41,0.99,-1
0.01,0.91,-1
-0.47,-0.12,1
-0.03,0.9,-1
-0.08,0.65,-1
-0.24,-0.94,1
0.27,-0.65,1
-0.63,-0.47,1
0.53,0.16,1
0.13,-0.88,1
0.57,0.72,-1
0.96,-0.86,1
-0.22,-0.43,1
-0.01,-0.92,1
-0.52,-0.97,1
0.1,0.43,-1
-0.88,-0.98,1
0.77,0.38,1
0.16,-0.11,1
-0.84,0.51,1
0.31,0.27,-1
0.97,-0.29,1
0.37,0.28,-1
0.23,0.67,-1
-0.67,0.37,1
-0.45,0.08,1
0.6,-0.46,1
-0.16,-0.48,1
0.54,0.06,1
-0.26,-0.53,1
0.64,-1,1
0.7,-0.13,1
-0.1,0.99,-1
0.33,0.16,-1
0.27,-0.34,1
-0.49,0.37,-1
0.09,0.12,-1
0.65,-0.77,1
0.96,-0.79,1
-0.85,0.6,1
0.22,0.65,-1
-0.7,-0.25,1
0.21,0.04,-1
0.3,0,-1
0.54,-0.14,1
0.16,0.17,-1
-0.5,0.33,1
-0.8,-0.85,1
0.71,-0.74,1
-0.77,0.51,-1
-0.32,0.27,-1
-0.02,0.96,-1
0.43,0.29,-1
-0.64,0.22,1
0.99,-0.75,1
0.12,-0.32,1
-0.34,-0.96,1
0.57,0.3,-1
0.66,0.15,1
0.41,0.54,-1
-0.4,0.09,1
-0.54,0.04,1
0.9,0.93,-1
-0.49,0.53,-1
-0.38,-0.26,1
1,0.93,1
-0.6,0.34,1
0.24,0.34,-1
0.92,0.86,-1
0.09,-0.2,1
0.13,0.04,1
-0.33,-0.23,1
-0.37,-0.12,1
-0.42,-0.34,1
0.68,-0.02,1
-0.96,-0.18,1
0.44,-0.04,1
-0.72,-0.89,1
-0.75,1,-1
-0.97,0.25,1
0.88,-0.94,1
-0.79,0.03,1
-0.85,-0.93,1
-0.02,-0.57,1
0.86,0.33,1
0.54,-0.93,1
0.83,-0.45,1
0.1,0.88,-1
0.83,-0.56,1
0.06,-0.19,1
0.63,0.94,-1
-0.25,-0.45,1
-0.88,0.82,1
-0.2,0.78,-1
-0.86,-0.07,1
-0.8,-0.68,1
0.63,-0.3,1
-0.69,-0.54,1
-0.81,-0.44,1
0.19,-0.67,1
-0.92,-0.04,1
-0.42,0.79,-1
-0.96,0.11,1
0.14,0.93,-1
0.83,-0.99,1
-0.61,0.91,-1
-0.63,-0.9,1
-0.17,-0.12,1
-0.32,-0.09,1
-0.02,-0.41,1
-0.37,-0.11,1
0.77,-0.58,1
-0.57,-0.76,1
-0.46,-0.95,1
-0.83,-0.03,1
0.93,-0.94,1
-0.15,-0.46,1
-0.01,0.2,-1
0.25,-0.04,1
-0.26,0.23,-1
-0.35,-0.84,1
0.16,-0.01,1
-0.84,-0.08,1
0.2,0.4,-1
0.19,0.2,-1
0.58,-0.1,1
0.94,0.43,1
-0.86,-0.89,1
-0.5,-0.97,1
0.09,-0.16,1
-0.98,-0.55,1
-0.3,0.9,-1
0.43,-0.25,1
-0.01,-0.19,1
0.89,-0.66,1
-0.04,-0.72,1
0.86,0.08,1
-0.57,0.65,-1
-0.82,-0.05,1
0.73,0.82,-1
-0.42,0.16,-1
0.81,-0.07,1
-0.67,0.92,-1
-0.4,0.98,-1
-0.07,-0.2,1
0.92,0.45,1
-0.04,-0.88,1
-0.51,-0.42,1
0.52,0.2,1
0.81,-0.33,1
0.16,-0.69,1
0.82,-0.15,1
0.31,-0.78,1
0.09,-1,1
0.75,0.75,-1
0.15,0.98,-1
-0.1,-0.63,1
-0.96,-0.83,1
-0.84,0.16,1
0.13,-0.52,1
-0.1,0.86,-1
-0.7,0.72,-1
0.78,0.84,-1
0.7,-0.09,1
0.51,-0.38,1
0.85,0.48,1
0.09,0.63,-1
0.56,0.94,-1
-0.59,-0.49,1
-0.03,-0.8,1
0.47,0.3,1
-0.92,-0.37,1
0.11,-0.14,1
-0.37,0.94,-1
-0.77,-0.21,1
-0.65,-0.43,1
-0.45,-0.5,1
0.7,-0.89,1
0.35,-0.68,1
0.49,-0.61,1
-0.85,0.67,-1
0.45,-0.54,1
-0.64,-0.72,1
-0.17,-0.53,1
-0.89,-0.98,1
-0.63,-0.09,1
-0.9,0.77,-1
0.49,0.75,-1
0.44,0.84,-1
-0.78,-0.86,1
0.24,0.92,-1
0.94,-0.19,1
0.06,0.59,-1
-0.12,-0.02,1
-0.34,-0.74,1
0.51,-0.14,1
-0.91,0.47,1
-0.41,0.13,-1
0.64,-0.86,1
0.97,-0.71,1
-0.36,0.14,-1
-0.58,-0.49,1
-0.97,-0.28,1
-0.22,-0.93,1
0.09,-0.1,1
0.77,0.02,1
-0.75,-0.26,1
0.08,0.75,-1
-0.53,-0.89,1
-0.24,0.05,1
-0.81,0.19,1
-0.5,0.93,-1
-0.43,0.2,1
-0.35,0.2,1
-0.55,0.71,-1
-0.87,-0.59,1
0.43,-0.64,1
-0.29,0.81,-1
0.19,0.93,-1
-0.46,0.54,-1
-0.04,-0.34,1
-0.3,0.78,-1
0.39,0.82,-1
-0.71,-0.45,1
0.25,-0.07,1
-0.92,-0.99,1
1,-0.24,1
-0.93,-0.84,1
-0.87,-0.13,1
-0.05,0.85,-1
0.89,-0.88,1
-0.53,-0.41,1
0.06,0.97,-1
0.73,-0.92,1
-0.05,0.05,-1
-0.03,0.73,-1
-0.37,-0.84,1
0.06,-0.36,1
0.82,0.82,-1
0.89,0.87,-1
0.36,-0.57,1
-0.37,-0.51,1
-0.13,-0.77,1
0.57,-0.96,1
-0.78,-0.89,1
0.29,-0.52,1
-0.08,-0.13,1
0.13,0.12,-1
-0.69,0.95,-1
-0.81,0.12,1
-0.91,-0.28,1
0.75,-0.53,1
0.78,0.87,-1
0.75,0.93,-1
-0.54,-0.2,1
0.92,0.79,1
0.06,0.19,-1
-0.88,0.19,1
-0.83,-0.64,1
0.05,0.37,-1
0.05,0.82,-1
-0.49,-0.95,1
0.98,0.49,1
0.59,-0.95,1
-0.45,0.7,-1
-0.88,0.52,1
-0.37,-0.23,1
-0.43,0.03,1
-0.7,0.57,-1
-0.31,0.9,-1
0.44,0.58,-1
0.56,-0.52,1
0.09,0.36,-1
-0.12,-0.11,1
0.44,-0.48,1
0.73,0.77,-1
0.5,-0.72,1
-0.95,0.41,1
-0.12,-0.78,1
0.33,0.86,-1
-0.81,-0.5,1
0.99,0.08,1
-0.81,-0.38,1
0.47,-0.11,1
-0.34,0.66,-1
0.2,0.12,-1
-0.13,0.92,-1
0.29,0.88,-1
0.15,0.38,-1
-0.3,-0.31,1
0,-0.92,1
-0.35,-0.48,1
-0.69,0.16,1
0.82,0.53,1
0.36,0.11,-1
-0.27,0.41,-1
-0.68,-0.85,1
0.83,0.8,-1
-0.21,-0.37,1
0.03,-0.71,1
0.62,-0.06,1
-1,-0.31,1
0.37,-0.75,1
-0.56,0.8,-1
0.46,-0.83,1
-0.07,-0.77,1
-0.94,0.32,1
-0.93,0.06,1
-0.94,-0.92,1
-0.22,0.87,-1
0.03,0.78,-1
-0.5,-0.96,1
0.11,0.36,-1
0.44,0.71,-1
-0.96,0.94,1
-0.4,0.67,-1
0.6,0.28,1
0.04,0.15,-1
-0.51,0.78,-1
-0.24,0.51,-1
0.84,0.97,-1
0.22,0.48,-1
-1,-0.79,1
-0.66,-0.17,1
0.72,-0.91,1
-0.35,0.97,-1
-0.82,-0.06,1
0.45,-0.16,1
-0.55,0.72,-1
0.25,-0.23,1
0.15,0.15,-1
-0.02,-0.44,1
-0.86,-0.28,1
0.11,1,-1
-0.72,0.38,1
0.04,0.38,-1
0.9,-0.13,1
0.1,0.21,-1
0.65,0.05,1
0.6,0.59,-1
0.65,-0.9,1
-0.52,-0.01,1
1,-0.27,1
0.72,0.13,1
0.67,0.5,1
-0.32,0.16,-1
-0.07,-0.22,1
0.85,-0.52,1
-0.6,-0.73,1
-0.97,0.7,1
0.45,0.23,1
-0.03,0.28,-1
-0.11,0.6,-1
0.83,0.47,1
-0.84,0.25,1
-0.06,-0.61,1
0.51,-0.13,1
0.95,0.84,1
0.86,-0.98,1
0.78,-0.68,1
0.34,-0.86,1
-0.07,-0.26,1
-0.23,-0.84,1
-0.39,0.47,-1
0.67,0.46,-1
-0.75,-0.89,1
0.03,0.65,-1
0.1,-0.36,1
-0.4,0.87,-1
0.1,-0.38,1
0.16,0.34,-1
0.39,-0.12,1
0.9,0.4,1
0.23,-0.72,1
0.93,-0.53,1
0.01,0.92,-1
-0.67,-0.27,1
0.93,-0.23,1
0.67,0.55,-1
0.96,-0.77,1
-0.54,-0.78,1
0.24,-0.01,1
0.66,0.96,-1
-0.44,0.43,-1
0.91,-0.13,1
-0.07,-0.08,1
0.67,0.18,1
0.95,0.29,1
-0.29,0.04,1
0.07,-0.77,1
0.38,0.91,-1
0.57,-0.87,1
-0.71,0.04,1
-0.03,1,-1
-0.83,-0.56,1
0.46,0.5,-1
-0.68,0.28,1
-0.94,0.61,1
0.36,0.61,-1
-0.37,-0.98,1
0.38,0.75,-1
0.46,-0.8,1
0.7,0.5,1
-0.72,-0.26,1
0.85,-0.55,1
-0.71,0.24,1
-0.13,-0.95,1
0.95,-0.97,1
0.83,-0.72,1
-0.86,-0.06,1
0.11,0.93,-1
0.74,0.44,1
-0.21,-0.8,1
0.96,-0.69,1
-0.14,0.58,-1
-0.11,0.28,-1
0.26,-0.14,1
-0.48,0.77,-1
-0.34,-0.46,1
-0.07,-0.13,1
-0.91,-0.56,1
-0.88,0.41,1
0.2,-0.98,1
0.25,0.29,-1
-0.76,-0.14,1
0.27,-0.41,1
0.98,0.07,1
0.24,0.47,-1
-0.66,-0.67,1
0.7,0.45,1
-0.58,-0.88,1
-0.36,-0.09,1
-0.18,-0.29,1
0.28,-0.15,1
-0.55,0.43,-1
-0.68,0.35,1
0.54,0.13,1
-0.16,-0.72,1
-0.93,0.57,1
0.33,-0.96,1
0.43,-0.38,1
-0.76,-0.33,1
0.25,0.31,-1
-0.43,0.46,-1
-0.02,-0.46,1
-0.77,-0.63,1
0.35,-0.12,1
0.82,0.96,-1
0.73,0.81,-1
-0.2,-0.07,1
-0.42,0.2,-1
0.81,-0.76,1
0.89,-0.9,1
-0.81,-0.62,1
-0.65,0.56,-1
-0.99,0.52,1
0.21,-0.47,1
0.27,-0.33,1
-0.87,-0.02,1
-0.06,-0.8,1
0.92,-0.66,1
-0.47,-0.54,1
-0.15,0.14,-1
-0.56,0.28,-1
0.83,0.59,1
-0.37,-0.23,1
-0.48,-0.5,1
0.7,0.71,-1
0.14,-0.84,1
0.36,0.52,-1
0.46,0.89,-1
0.42,-0.07,1
0.3,-0.66,1
0.94,0.37,1
-0.03,0.24,-1
0.61,0.43,1
0.92,-0.78,1
0.78,0.34,1
0.75,0.98,-1
0.41,-0.34,1
0.33,-0.9,1
-0.29,0.34,-1
-0.64,0.52,-1
-0.91,-0.28,1
-0.53,0.57,-1
0.49,-0.55,1
0.73,-0.36,1
0.08,-0.28,1
-0.22,-0.32,1
-0.57,-0.17,1
0.76,0.96,-1
0.34,0.65,-1
-0.29,0.09,-1
-0.14,0.24,-1
0.18,0.37,-1
-0.64,0.03,1
0.14,0.17,-1
0.62,-0.48,1
0,-0.42,1
-0.06,-0.08,-1
0.4,-0.81,1
0.78,-0.76,1
-0.72,0.78,-1
-0.87,-0.59,1
0.87,-0.93,1
0.38,-0.44,1
0.2,-0.43,1
-0.34,0.45,-1
0.34,-0.13,1
-0.05,-0.7,1
-0.38,-0.64,1
-0.67,-0.31,1
-0.37,0.41,-1
-0.95,0.16,1
0.88,0.55,1
0.13,-0.55,1
0.43,-0.87,1
-0.84,0.85,-1
-0.85,0.78,1
1,-0.04,1
0.77,-0.47,1
0.76,-0.54,1
0.48,0.32,-1
-0.98,0.57,1
-0.38,-0.85,1
-0.03,0,1
0.74,-0.15,1
-0.5,-0.39,1
-0.42,0.48,-1
-0.47,-0.76,1
-0.66,-0.05,1
0.92,-0.75,1
-0.38,0.39,-1
0.88,-0.78,1
-0.17,0.14,-1
0.26,0.45,-1
0.61,0.72,-1
0.12,0.59,-1
-0.35,-0.82,1
-0.83,-0.09,1
-0.87,0.38,1
-0.2,-0.19,1
0.12,-0.16,1
-0.27,0.41,-1
0.09,-0.83,1
-0.62,0.87,-1
-0.85,0.95,-1
0.53,0.41,-1
0.88,-0.73,1
0,0.89,-1
0.24,0.35,-1
0.68,0.92,-1
0.45,0.64,-1
0.02,0.24,-1
0.71,0.65,-1
0.72,-0.46,1
0.02,-0.41,1
-0.94,0.02,1
-0.05,0.85,-1
0.66,-0.03,1
0.84,-0.67,1
-0.04,0.27,-1
0.29,-0.69,1
-0.58,-0.36,1
0.47,0.61,-1
0.84,-0.45,1
-0.06,-0.15,1
-0.09,-0.44,1
-0.83,-0.1,1
0.99,0.94,1
0.42,-0.45,1
-0.55,-0.88,1
0.15,-0.71,1
0.87,0.98,-1
-0.68,-0.55,1
0.28,-0.22,1
-0.36,-0.43,1
-0.79,0.52,1
0.99,0.77,1
0.67,0.35,1
-0.33,-0.72,1
-0.77,0.75,-1
-0.92,-0.14,1
0.75,-0.84,1
0.53,-0.73,1
-0.64,0.81,-1
-0.26,-0.62,1
-0.68,0.92,-1
0.78,0.63,-1
0.3,-0.87,1
0.67,0.19,1
-0.87,0.25,1
0.54,0.46,-1
0.61,-0.44,1
0.87,0.48,1
-0.49,-0.61,1
0.48,0.67,-1
-0.36,0.15,-1
-0.54,-0.14,1
-0.59,0.88,-1
0.93,0.51,1
-0.73,0.34,1
-0.66,0.5,1
-0.65,0.72,-1
-0.51,0.54,-1
-0.47,0.5,-1
-0.71,-0.61,1
-0.51,0.86,-1
0.23,-0.39,1
0.88,0.5,1
-0.22,-0.82,1
-0.38,0.02,1
0.28,0.16,-1
0.92,-0.84,1
0.8,0.05,1
-0.51,0.89,-1
0.05,-0.35,1
-0.13,0.09,1
-0.19,0.8,-1
0.97,0.03,1
0.64,0.73,-1
0.93,0.42,1
-0.39,-0.09,1
-0.62,0.13,1
0.52,-0.93,1
-0.61,0.45,-1
-0.93,0.73,1
0.71,-0.86,1
0.88,-0.19,1
0.74,-0.01,1
0.12,-0.29,1
-0.75,-0.8,1
0.11,0.46,-1
0.98,0.93,-1
0.86,-0.3,1
0.17,-0.98,1
-0.87,0.23,1
0.14,0.97,-1
1,-0.13,1
0.18,-0.42,1
0.63,-0.21,1
-0.95,-0.1,1
-0.63,-0.28,1
-0.87,-0.65,1
-0.66,-0.71,1
0.14,0.75,-1
-0.81,-0.97,1
-0.36,0.21,-1
0.18,-0.41,1
0.31,0.93,-1
-0.48,0.66,-1
0.1,0.92,-1
-0.81,0.96,-1
-0.83,-0.13,1
-0.05,0.16,-1
0.54,-0.1,1
-0.16,0.11,1
-0.38,-0.29,1
0.09,-0.34,1
-0.76,-0.14,1
0.78,0.43,1
-0.76,0.91,-1
0.54,-0.63,1
0.32,0,1
0.89,-0.18,1
-0.85,-0.22,1
0.08,0.9,-1
-0.59,0.48,-1
-0.85,-0.87,1
-0.1,0.13,-1
0.19,-0.62,1
0.32,0.41,-1
-0.29,0.08,1
-0.17,-0.45,1
-0.62,-0.26,1
-0.73,-0.43,1
0.01,0.78,-1
0.22,-0.64,1
0.76,0.83,-1
-0.13,-0.51,1
0.65,0.36,1
-0.69,-0.54,1
0.27,-0.16,1
0.16,-0.71,1
0.48,-0.13,1
